data,open,high,low,close,volume,close_adjust
2016/6/2,172,172.1,167.4,167.9,146657100,167.9
2016/6/3,167.5,169.2,167.4,168.6,83953400,168.6
2016/6/6,165.8,166.8,163.8,166.6,120930000,166.6
2016/6/7,166.9,169.3,165.5,168.5,91990500,168.5
2016/6/8,167.5,168.7,166,168.7,115034600,168.7
2016/6/9,167.2,167.5,164.8,165.1,111728500,165.1
2016/6/10,163.2,164.2,162,163.3,164572100,163.3
2016/6/13,160.1,160.9,158.5,158.5,132257100,158.5
2016/6/14,157,157.6,154.7,156.5,126910400,156.5
2016/6/15,155.2,159.3,154.3,157.3,136134100,157.3
2016/6/16,157,158.6,154.7,155.6,158954300,155.6
2016/6/17,157.7,158.6,155.6,158.1,142613400,158.1
2016/6/20,159.4,162,158.8,160.7,129313100,160.7
2016/6/21,158.9,161.9,157,161.2,124057200,161.2
2016/6/22,160.9,161.5,159.2,160.2,87441900,160.2
2016/6/23,160.1,163.9,159.7,163.5,96738800,163.5
2016/6/24,165.1,165.2,150.1,153,350381400,153
2016/6/27,151.9,152.7,148.2,149.3,217519900,149.3
2016/6/28,146.4,148,142.6,146.5,284803100,146.5
2016/6/29,150.2,150.9,147.4,149.2,183232700,149.2
2016/6/30,152,152.1,148.3,148.3,159680900,148.3
2016/7/1,149,150.2,147.2,148.3,159552500,148.3
2016/7/4,147,148,145,146.4,149549600,146.4
2016/7/5,146.8,147.8,145,147,135013900,147
2016/7/6,145,145.2,142.1,143.1,211565500,143.1
2016/7/7,142.7,145.7,142.1,143.7,156323400,143.7
2016/7/8,144.2,145,142,142,115523200,142
2016/7/11,144.8,147.5,144.3,146.3,159917500,146.3
2016/7/12,150,155.9,148.7,154.5,312785500,154.5
2016/7/13,159.5,162.5,156.6,160.3,306224000,160.3
2016/7/14,159.7,161.2,158.3,159.5,180712700,159.5
2016/7/15,161.7,165.8,160.7,163.8,234889800,163.8
2016/7/19,165.9,166,161,163.7,135209200,163.7
2016/7/20,162.9,163.7,160.5,162.5,116593400,162.5
2016/7/21,164,165.9,163.1,164,150661100,164
2016/7/22,160.9,162.9,160.5,162.4,90997100,162.4
2016/7/25,161.7,164.1,160.8,161,95917600,161
2016/7/26,159.9,160.1,157.3,158.3,120034100,158.3
2016/7/27,159,162,157.7,159.3,161801900,159.3
2016/7/28,158.7,159.2,156.2,158.1,117409700,158.1
2016/7/29,158.2,168.9,157.3,167.1,372136300,167.1
2016/8/1,165.4,172.9,163.1,171,302127500,171
2016/8/2,169.7,170.5,165.8,165.8,151392200,165.8
2016/8/3,162,163.2,159.6,160.3,153970000,160.3
2016/8/4,161.6,163.5,159.3,162.8,172452100,162.8
2016/8/5,163.2,163.8,161.3,162.4,115820500,162.4
2016/8/8,165.1,168,164.2,167.9,159937600,167.9
2016/8/9,168.5,169,166.4,167.7,124841300,167.7
2016/8/10,166.4,167.1,165.2,166.3,119167300,166.3
2016/8/12,168,168.5,165.3,166.1,127023600,166.1
2016/8/15,166,167.2,165.3,165.3,70907300,165.3
2016/8/16,166,166.3,163.1,163.1,103962800,163.1
2016/8/17,163.2,168.5,163.2,168.1,136436500,168.1
2016/8/18,167.8,170.3,165.9,166.2,166603200,166.2
2016/8/19,166.8,169.2,166.8,168.1,115110200,168.1
2016/8/22,168.1,168.6,165.7,167.6,95547500,167.6
2016/8/23,168.2,169,166.6,166.9,107236700,166.9
2016/8/24,168.1,170,167.8,168.5,94328800,168.5
2016/8/25,169.2,169.6,167.4,169.1,67693000,169.1
2016/8/26,168.8,169,167.8,167.9,85391800,167.9
2016/8/29,169.6,172.8,169.3,171.5,146536600,171.5
2016/8/30,172,174,171.2,173.2,179864100,173.2
2016/8/31,175.7,180.6,175,179.7,233748200,179.7
2016/9/1,180.6,183.8,180.2,181.4,189140700,181.4
2016/9/2,181,181.8,179.7,181.3,128022900,181.3
2016/9/5,184.7,186.4,181.6,182.1,198507300,182.1
2016/9/6,183.4,184.6,182.5,183.7,112984000,183.7
2016/9/7,181,181.5,178.5,180.8,158042100,180.8
2016/9/8,179.3,180.6,178.4,179.5,118047300,179.5
2016/9/9,180,181.6,179.7,180.1,118041300,180.1
2016/9/12,179.5,180.2,176.6,178,126014700,178
2016/9/13,178.1,178.4,174,175.1,123494400,175.1
2016/9/14,172.2,174.3,171.5,173.3,147697800,173.3
2016/9/15,171.5,172,169.7,170.5,140108100,170.5
2016/9/16,171.6,174.5,170.9,173.4,190392800,173.4
2016/9/20,172.8,175.9,172.6,174.2,162242400,174.2
2016/9/21,174.8,186.4,172.5,186.1,415471500,186.1
2016/9/23,183,184.4,181.5,182.5,240403300,182.5
2016/9/26,182.1,182.9,179.9,180.2,121081100,180.2
2016/9/27,176.6,178.4,174.2,178.2,260513200,178.2
2016/9/28,173.5,174.7,170.9,171.3,163593100,171.3
2016/9/29,172.8,173.8,171.2,172.4,141753100,172.4
2016/9/30,169.4,170.5,168.4,168.6,178518400,168.6
2016/10/3,170,171.1,168.5,168.7,133991800,168.7
2016/10/4,169.1,173,169.1,171.6,135005400,171.6
2016/10/5,172.5,173.3,170.8,172.4,118873000,172.4
2016/10/6,175,176.2,173.3,173.4,147638200,173.4
2016/10/7,174,174.6,171.8,173.2,93101600,173.2
2016/10/11,174,175.3,172.1,172.4,111548200,172.4
2016/10/12,170,170.3,167.7,168,176102900,168
2016/10/13,168.3,170.3,167.3,167.8,118934600,167.8
2016/10/17,167.8,169.2,166.7,167.7,110967900,167.7
2016/10/19,168,168.7,166.6,167.7,130408900,167.7
2016/10/20,168,170.9,167.6,170.9,145557100,170.9
2016/10/21,171.5,172.7,170.2,170.9,136969600,170.9
2016/10/24,170.9,171.3,169.4,169.9,94649300,169.9
2016/10/25,171,172.9,171,171.4,123247900,171.4
2016/10/26,171.4,171.9,170.6,171.5,83347900,171.5
2016/10/27,171.6,173.3,171.1,172.8,130806400,172.8
2016/10/28,174.5,175.6,174,175.3,205286100,175.3
2016/10/31,174.6,177.2,174.5,177.1,175585000,177.1
2016/11/1,177.6,178.7,176,177.6,140820000,177.6
2016/11/2,175,175.1,172.8,173.7,161393400,173.7
2016/11/4,171.5,173,170,171.9,160358400,171.9
2016/11/7,174,175.5,173.3,175,163074500,175
2016/11/8,175.6,177.5,174.9,175.7,138739200,175.7
2016/11/9,176.6,178.2,163.5,166,500866600,166
2016/11/10,176,177.9,174.6,176.6,370068100,176.6
2016/11/11,180,184.8,179,183.2,462230900,183.2
2016/11/14,184.5,186,183.8,184.9,247876500,184.9
2016/11/15,186.9,191.1,185.2,187.3,377209400,187.3
2016/11/16,191.9,199.8,191.4,199,511667800,199
2016/11/17,194.6,197.9,193.3,197.9,315582300,197.9
2016/11/18,204,204.1,197,197.1,306032700,197.1
2016/11/21,198.2,202,196.6,201.2,214775000,201.2
2016/11/22,201,202.1,199.3,201.3,156995600,201.3
2016/11/24,205,205.1,200.6,201.2,224131700,201.2
2016/11/25,201.2,202.6,196,198,220404900,198
2016/11/28,196,203.1,195.7,202.1,249545200,202.1
2016/11/29,199.6,203.6,198.9,203,200605100,203
2016/11/30,203.5,204.7,201.2,202.6,231140300,202.6
2016/12/1,205.9,206.9,204.1,205.3,276580200,205.3
2016/12/2,206.1,213.5,205.7,211.6,450876200,211.6
2016/12/5,210,210.8,206.6,208.3,199227800,208.3
2016/12/6,211.5,213,210.9,212.3,212640800,212.3
2016/12/7,214.5,216.9,213.9,216.3,223250300,216.3
2016/12/8,219,220.2,217.3,219.4,241921800,219.4
2016/12/9,220,222.3,219,221.8,288724500,221.8
2016/12/12,224.6,225.3,216.2,220.7,309028600,220.7
2016/12/13,217,220.5,217,220,194814200,220
2016/12/14,220.2,220.7,218.2,220.1,158235600,220.1
2016/12/15,220.6,223.4,218.6,219.5,218832200,219.5
2016/12/16,222.5,224.5,221.6,224.3,255725700,224.3
2016/12/19,222.4,223.7,220.7,220.9,142766200,220.9
2016/12/20,220.3,220.6,217.2,219.4,139814800,219.4
2016/12/21,220,221.8,218.7,219.2,163218800,219.2
2016/12/22,218,218.3,214.3,217.2,173835100,217.2
2016/12/26,215.1,216.1,213.8,214.9,136289000,214.9
2016/12/27,214,217.7,213.6,215.7,152006300,215.7
2016/12/28,216.5,216.8,214,214.5,100763000,214.5
2016/12/29,212.4,212.5,208.2,209.2,178763900,209.2
2016/12/30,206.3,210.9,206,209.8,134881600,209.8
